"order id","order date","ship date","ship mode","customer Id",segment,country,state,"product id",category,sub-category,Revenue,discount,quantity,profit
CA-2014-143917,25/07/2014,27/07/2014,"Second Class",KL-16645,Consumer,"United States",California,OFF-ST-10001228,"Office Supplies",Storage,53.72,0,4,15.0416
CA-2014-143917,25/07/2014,27/07/2014,"Second Class",KL-16645,Consumer,"United States",California,OFF-SU-10000151,"Office Supplies",Supplies,8187.65,0,5,327.506
CA-2014-143917,25/07/2014,27/07/2014,"Second Class",KL-16645,Consumer,"United States",California,FUR-FU-10004351,Furniture,Furnishings,77.92,0,8,34.2848
CA-2015-120397,02/07/2015,02/07/2015,"Same Day",RB-19435,Consumer,"United States",Texas,OFF-AP-10001293,"Office Supplies",Appliances,32.784,0.8,4,-85.2384
CA-2017-163902,02/03/2017,08/03/2017,"Standard Class",MY-17380,Corporate,"United States",California,TEC-PH-10000675,Technology,Phones,196.776,0.2,3,14.7582
CA-2017-163902,02/03/2017,08/03/2017,"Standard Class",MY-17380,Corporate,"United States",California,TEC-AC-10000580,Technology,Accessories,479.94,0,6,52.7934
CA-2016-136812,18/11/2016,23/11/2016,"Standard Class",AW-10930,"Home Office","United States",Oklahoma,OFF-ST-10003470,"Office Supplies",Storage,1117.92,0,4,55.896
CA-2015-102722,18/04/2015,19/04/2015,"First Class",KW-16570,Consumer,"United States",Louisiana,TEC-AC-10003116,Technology,Accessories,106.5,0,6,41.535
CA-2017-155089,02/12/2017,06/12/2017,"Standard Class",DB-12910,"Home Office","United States",Florida,OFF-BI-10002429,"Office Supplies",Binders,45.66,0.7,5,-33.484
CA-2016-124506,11/11/2016,17/11/2016,"Standard Class",BB-11545,Corporate,"United States",Illinois,TEC-AC-10003280,Technology,Accessories,95.968,0.2,4,1.1996
CA-2016-124506,11/11/2016,17/11/2016,"Standard Class",BB-11545,Corporate,"United States",Illinois,FUR-CH-10004540,Furniture,Chairs,47.992,0.3,2,-2.0568
CA-2014-106572,05/09/2014,10/09/2014,"Standard Class",NP-18700,Consumer,"United States",Ohio,OFF-ST-10000585,"Office Supplies",Storage,264.32,0.2,2,19.824
CA-2014-128888,15/11/2014,22/11/2014,"Standard Class",PB-19105,Consumer,"United States",Texas,OFF-EN-10003001,"Office Supplies",Envelopes,604.656,0.2,9,204.0714
CA-2017-123134,02/05/2017,07/05/2017,"Standard Class",DW-13585,Corporate,"United States","New Jersey",FUR-FU-10003975,Furniture,Furnishings,129.93,0,3,12.993
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,OFF-LA-10004559,"Office Supplies",Labels,20.16,0,7,9.8784
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,OFF-LA-10003223,"Office Supplies",Labels,29.46,0,6,14.4354
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,OFF-AP-10002651,"Office Supplies",Appliances,868.59,0,3,251.8911
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,OFF-PA-10003177,"Office Supplies",Paper,12.96,0,2,6.2208
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,TEC-PH-10003442,Technology,Phones,5.5,0,1,1.375
CA-2016-124352,15/10/2016,21/10/2016,"Standard Class",CD-12790,"Home Office","United States",Oklahoma,OFF-BI-10000977,"Office Supplies",Binders,121.6,0,4,55.936
CA-2015-124541,06/04/2015,10/04/2015,"Standard Class",TT-21220,Consumer,"United States",Texas,OFF-AR-10004078,"Office Supplies",Art,42.048,0.2,9,5.256
CA-2015-124541,06/04/2015,10/04/2015,"Standard Class",TT-21220,Consumer,"United States",Texas,TEC-AC-10002550,Technology,Accessories,25.488,0.2,2,4.4604
CA-2015-124541,06/04/2015,10/04/2015,"Standard Class",TT-21220,Consumer,"United States",Texas,OFF-BI-10004965,"Office Supplies",Binders,6.9,0.8,3,-12.075
CA-2015-124541,06/04/2015,10/04/2015,"Standard Class",TT-21220,Consumer,"United States",Texas,OFF-BI-10004209,"Office Supplies",Binders,9.648,0.8,6,-16.884
CA-2015-124541,06/04/2015,10/04/2015,"Standard Class",TT-21220,Consumer,"United States",Texas,OFF-PA-10001526,"Office Supplies",Paper,7.968,0.2,2,2.8884
CA-2014-108707,24/10/2014,29/10/2014,"Standard Class",DB-12910,"Home Office","United States",Florida,OFF-PA-10000788,"Office Supplies",Paper,10.368,0.2,2,3.6288
CA-2014-111500,17/08/2014,21/08/2014,"Standard Class",DJ-13510,Corporate,"United States",Arkansas,OFF-PA-10000595,"Office Supplies",Paper,114.2,0,5,52.532
CA-2014-111500,17/08/2014,21/08/2014,"Standard Class",DJ-13510,Corporate,"United States",Arkansas,OFF-BI-10000829,"Office Supplies",Binders,17.96,0,4,8.2616
CA-2014-111500,17/08/2014,21/08/2014,"Standard Class",DJ-13510,Corporate,"United States",Arkansas,OFF-FA-10002676,"Office Supplies",Fasteners,12.67,0,7,4.5612
CA-2014-111500,17/08/2014,21/08/2014,"Standard Class",DJ-13510,Corporate,"United States",Arkansas,TEC-AC-10000844,Technology,Accessories,339.96,0,4,122.3856
US-2017-117723,15/08/2017,18/08/2017,"Second Class",DL-13495,Corporate,"United States",Pennsylvania,OFF-ST-10004459,"Office Supplies",Storage,1801.632,0.2,6,-337.806
CA-2015-143238,06/09/2015,08/09/2015,"First Class",LO-17170,Corporate,"United States",California,TEC-AC-10003499,Technology,Accessories,46.32,0,4,18.0648
CA-2015-168746,27/01/2015,29/01/2015,"Second Class",SV-20365,Consumer,"United States",Ohio,FUR-CH-10000513,Furniture,Chairs,181.986,0.3,2,-54.5958
CA-2015-168746,27/01/2015,29/01/2015,"Second Class",SV-20365,Consumer,"United States",Ohio,TEC-PH-10000895,Technology,Phones,431.976,0.4,4,-100.7944
CA-2015-168746,27/01/2015,29/01/2015,"Second Class",SV-20365,Consumer,"United States",Ohio,TEC-PH-10002555,Technology,Phones,155.37,0.4,1,-36.253
CA-2015-113404,16/07/2015,16/07/2015,"Same Day",EM-13810,Corporate,"United States",California,FUR-CH-10003312,Furniture,Chairs,1348.704,0.2,6,-219.1644
CA-2015-113404,16/07/2015,16/07/2015,"Same Day",EM-13810,Corporate,"United States",California,FUR-CH-10004086,Furniture,Chairs,700.152,0.2,3,78.7671
CA-2016-144792,30/04/2016,04/05/2016,"Standard Class",KD-16615,Corporate,"United States",Arizona,FUR-FU-10002759,Furniture,Furnishings,111.888,0.2,7,22.3776
CA-2014-164385,26/09/2014,01/10/2014,"Second Class",NB-18580,Corporate,"United States",Pennsylvania,OFF-AP-10002191,"Office Supplies",Appliances,143.952,0.2,3,14.3952
US-2016-114174,08/09/2016,14/09/2016,"Standard Class",AP-10720,"Home Office","United States",Massachusetts,FUR-BO-10003450,Furniture,Bookcases,173.94,0,3,13.9152
US-2016-114174,08/09/2016,14/09/2016,"Standard Class",AP-10720,"Home Office","United States",Massachusetts,OFF-LA-10000248,"Office Supplies",Labels,14.76,0,4,6.9372
CA-2017-108070,16/04/2017,20/04/2017,"Standard Class",JE-15745,Consumer,"United States",California,FUR-BO-10001337,Furniture,Bookcases,102.833,0.15,1,-6.049
US-2015-128090,16/08/2015,22/08/2015,"Standard Class",JM-15865,Consumer,"United States",Arizona,OFF-AR-10002255,"Office Supplies",Art,2.304,0.2,1,0.2592
US-2015-128090,16/08/2015,22/08/2015,"Standard Class",JM-15865,Consumer,"United States",Arizona,TEC-PH-10002624,Technology,Phones,1879.96,0.2,5,211.4955
US-2015-128090,16/08/2015,22/08/2015,"Standard Class",JM-15865,Consumer,"United States",Arizona,OFF-PA-10001878,"Office Supplies",Paper,313.024,0.2,8,105.6456
US-2015-128090,16/08/2015,22/08/2015,"Standard Class",JM-15865,Consumer,"United States",Arizona,OFF-LA-10000452,"Office Supplies",Labels,5.04,0.2,2,1.764
CA-2017-101042,19/11/2017,23/11/2017,"Standard Class",AB-10105,Consumer,"United States",Kentucky,FUR-FU-10004665,Furniture,Furnishings,821.88,0,6,213.6888
CA-2017-101042,19/11/2017,23/11/2017,"Standard Class",AB-10105,Consumer,"United States",Kentucky,OFF-BI-10000088,"Office Supplies",Binders,21.96,0,2,10.7604
CA-2016-155439,14/09/2016,18/09/2016,"Standard Class",PN-18775,"Home Office","United States","South Carolina",OFF-PA-10000029,"Office Supplies",Paper,25.92,0,4,12.4416
CA-2016-118626,15/08/2016,20/08/2016,"Standard Class",JC-15775,Consumer,"United States",Florida,TEC-PH-10000369,Technology,Phones,705.544,0.2,7,70.5544
CA-2015-111458,26/09/2015,30/09/2015,"Standard Class",PF-19165,Consumer,"United States","New York",TEC-AC-10001590,Technology,Accessories,50,0,2,12
US-2016-126844,08/10/2016,14/10/2016,"Standard Class",BW-11110,Corporate,"United States",Texas,FUR-FU-10004909,Furniture,Furnishings,51.712,0.6,8,-32.32
US-2015-112508,24/03/2015,30/03/2015,"Standard Class",BP-11185,Corporate,"United States",Florida,OFF-AP-10002287,"Office Supplies",Appliances,6.992,0.2,2,0.5244
CA-2015-147788,31/05/2015,04/06/2015,"Standard Class",TM-21010,Consumer,"United States",Utah,FUR-BO-10004357,Furniture,Bookcases,1406.86,0,7,140.686
CA-2015-147788,31/05/2015,04/06/2015,"Standard Class",TM-21010,Consumer,"United States",Utah,OFF-LA-10003766,"Office Supplies",Labels,15.75,0,5,7.56
CA-2015-147788,31/05/2015,04/06/2015,"Standard Class",TM-21010,Consumer,"United States",Utah,OFF-ST-10000046,"Office Supplies",Storage,323.1,0,2,61.389
CA-2015-144288,25/12/2015,31/12/2015,"Standard Class",MB-17305,Consumer,"United States",Tennessee,OFF-LA-10003190,"Office Supplies",Labels,9.216,0.2,4,3.3408
CA-2015-144288,25/12/2015,31/12/2015,"Standard Class",MB-17305,Consumer,"United States",Tennessee,OFF-PA-10002787,"Office Supplies",Paper,10.368,0.2,2,3.6288
CA-2015-110632,17/03/2015,22/03/2015,"Second Class",HR-14830,Corporate,"United States","New York",TEC-AC-10000387,Technology,Accessories,15.02,0,1,2.7036
CA-2015-110632,17/03/2015,22/03/2015,"Second Class",HR-14830,Corporate,"United States","New York",OFF-ST-10001291,"Office Supplies",Storage,33.82,0,2,9.1314
CA-2017-109589,21/12/2017,24/12/2017,"First Class",BD-11635,Consumer,"United States",Kentucky,TEC-AC-10003116,Technology,Accessories,71,0,4,27.69
CA-2017-123967,01/11/2017,03/11/2017,"Second Class",SF-20200,Consumer,"United States",Washington,OFF-BI-10001308,"Office Supplies",Binders,25.12,0.2,5,7.85
CA-2017-123967,01/11/2017,03/11/2017,"Second Class",SF-20200,Consumer,"United States",Washington,FUR-TA-10003954,Furniture,Tables,2665.62,0,9,239.9058
CA-2017-148929,07/09/2017,11/09/2017,"Standard Class",SP-20620,Corporate,"United States","New York",OFF-ST-10003282,"Office Supplies",Storage,478.08,0,8,133.8624
CA-2017-134404,27/12/2017,27/12/2017,"Same Day",DR-12880,Corporate,"United States",Ohio,TEC-PH-10000576,Technology,Phones,164.388,0.4,2,-35.6174
CA-2017-134404,27/12/2017,27/12/2017,"Same Day",DR-12880,Corporate,"United States",Ohio,OFF-AR-10004441,"Office Supplies",Art,13.248,0.2,4,3.6432
CA-2017-109778,16/07/2017,21/07/2017,"Standard Class",VM-21685,"Home Office","United States",Illinois,OFF-AR-10003759,"Office Supplies",Art,2.912,0.2,2,0.91
CA-2016-155845,12/08/2016,15/08/2016,"Second Class",CM-12235,Consumer,"United States",Texas,TEC-AC-10004145,Technology,Accessories,1399.944,0.2,7,52.4979
CA-2017-145128,09/07/2017,14/07/2017,"Standard Class",SM-20320,"Home Office","United States",Indiana,FUR-FU-10000293,Furniture,Furnishings,526.45,0,5,31.587
CA-2014-129091,22/11/2014,27/11/2014,"Standard Class",RA-19885,Corporate,"United States",Georgia,OFF-EN-10004955,"Office Supplies",Envelopes,16.23,0,3,7.9527
CA-2014-129091,22/11/2014,27/11/2014,"Standard Class",RA-19885,Corporate,"United States",Georgia,OFF-BI-10001071,"Office Supplies",Binders,319.9,0,5,156.751
CA-2014-129091,22/11/2014,27/11/2014,"Standard Class",RA-19885,Corporate,"United States",Georgia,OFF-EN-10001990,"Office Supplies",Envelopes,11.36,0,2,5.3392
CA-2014-129091,22/11/2014,27/11/2014,"Standard Class",RA-19885,Corporate,"United States",Georgia,OFF-AP-10002734,"Office Supplies",Appliances,675.12,0,3,290.3016
US-2014-155502,26/01/2014,31/01/2014,"Standard Class",SD-20485,"Home Office","United States",Virginia,FUR-FU-10004587,Furniture,Furnishings,62.82,0,3,30.7818
US-2014-155502,26/01/2014,31/01/2014,"Standard Class",SD-20485,"Home Office","United States",Virginia,OFF-ST-10004337,"Office Supplies",Storage,489.92,0,8,0
US-2014-155502,26/01/2014,31/01/2014,"Standard Class",SD-20485,"Home Office","United States",Virginia,TEC-PH-10004833,Technology,Phones,155.35,0,13,0
US-2014-155502,26/01/2014,31/01/2014,"Standard Class",SD-20485,"Home Office","United States",Virginia,FUR-FU-10001847,Furniture,Furnishings,12.42,0,3,4.4712
US-2014-155502,26/01/2014,31/01/2014,"Standard Class",SD-20485,"Home Office","United States",Virginia,TEC-PH-10002103,Technology,Phones,187.98,0,2,52.6344
CA-2015-121041,03/11/2015,10/11/2015,"Standard Class",CS-12250,Corporate,"United States",Texas,OFF-EN-10001137,"Office Supplies",Envelopes,6.608,0.2,2,2.1476
CA-2017-131695,30/06/2017,06/07/2017,"Standard Class",RA-19285,Consumer,"United States","New York",OFF-ST-10001476,"Office Supplies",Storage,248.57,0,7,67.1139
CA-2017-131695,30/06/2017,06/07/2017,"Standard Class",RA-19285,Consumer,"United States","New York",FUR-FU-10002045,Furniture,Furnishings,22.23,0,1,9.7812
CA-2016-137729,05/05/2016,09/05/2016,"Standard Class",BF-11005,"Home Office","United States",California,OFF-ST-10001505,"Office Supplies",Storage,5.98,0,1,1.0166
CA-2016-137729,05/05/2016,09/05/2016,"Standard Class",BF-11005,"Home Office","United States",California,TEC-PH-10001433,Technology,Phones,246.168,0.2,3,21.5397
US-2016-115455,08/09/2016,14/09/2016,"Standard Class",SE-20110,Consumer,"United States",Illinois,FUR-FU-10004671,Furniture,Furnishings,14.136,0.6,2,-7.7748
US-2016-115455,08/09/2016,14/09/2016,"Standard Class",SE-20110,Consumer,"United States",Illinois,FUR-TA-10003569,Furniture,Tables,601.47,0.5,3,-300.735
CA-2017-128300,24/11/2017,26/11/2017,"Second Class",RS-19765,Corporate,"United States","South Carolina",TEC-PH-10002807,Technology,Phones,79.1,0,2,39.55
CA-2017-149048,13/05/2017,17/05/2017,"Standard Class",BM-11650,Corporate,"United States",Indiana,OFF-EN-10003296,"Office Supplies",Envelopes,180.96,0,2,81.432
CA-2017-149048,13/05/2017,17/05/2017,"Standard Class",BM-11650,Corporate,"United States",Indiana,OFF-BI-10004632,"Office Supplies",Binders,914.97,0,3,411.7365
CA-2017-149048,13/05/2017,17/05/2017,"Standard Class",BM-11650,Corporate,"United States",Indiana,TEC-PH-10002310,Technology,Phones,587.97,0,3,158.7519
CA-2017-149048,13/05/2017,17/05/2017,"Standard Class",BM-11650,Corporate,"United States",Indiana,OFF-ST-10000078,"Office Supplies",Storage,530.34,0,2,95.4612
CA-2017-149048,13/05/2017,17/05/2017,"Standard Class",BM-11650,Corporate,"United States",Indiana,OFF-PA-10001752,"Office Supplies",Paper,14.94,0,3,7.3206
CA-2017-108553,23/04/2017,29/04/2017,"Standard Class",SK-19990,Consumer,"United States","New York",OFF-AP-10000026,"Office Supplies",Appliances,121.94,0,2,35.3626
CA-2017-108553,23/04/2017,29/04/2017,"Standard Class",SK-19990,Consumer,"United States","New York",OFF-SU-10002573,"Office Supplies",Supplies,122.71,0,7,36.813
CA-2016-165848,04/06/2016,04/06/2016,"Same Day",EN-13780,Consumer,"United States","New York",OFF-PA-10000349,"Office Supplies",Paper,14.94,0,3,7.0218
CA-2016-165848,04/06/2016,04/06/2016,"Same Day",EN-13780,Consumer,"United States","New York",TEC-MA-10003356,Technology,Machines,1349.85,0,3,364.4595
CA-2016-165848,04/06/2016,04/06/2016,"Same Day",EN-13780,Consumer,"United States","New York",FUR-BO-10000362,Furniture,Bookcases,136.784,0.2,1,5.1294
CA-2014-112718,16/12/2014,21/12/2014,"Standard Class",KN-16450,Corporate,"United States",Florida,OFF-BI-10000591,"Office Supplies",Binders,1.167,0.7,1,-0.8558
CA-2016-154053,04/03/2016,10/03/2016,"Standard Class",MG-17890,"Home Office","United States",California,OFF-AR-10003727,"Office Supplies",Art,16.99,0,1,4.9271
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,TEC-AC-10001635,Technology,Accessories,24.672,0.2,3,0
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,OFF-LA-10001317,"Office Supplies",Labels,2.52,0.2,1,0.882
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,FUR-TA-10000577,Furniture,Tables,1218.735,0.3,5,-121.8735
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,OFF-LA-10000248,"Office Supplies",Labels,5.904,0.2,2,1.9926
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,OFF-PA-10000955,"Office Supplies",Paper,15.696,0.2,3,5.1012
CA-2014-127446,25/11/2014,30/11/2014,"Standard Class",MC-17590,Corporate,"United States",Texas,FUR-FU-10000221,Furniture,Furnishings,6.096,0.6,3,-3.9624
CA-2016-137204,28/04/2016,05/05/2016,"Standard Class",BO-11350,Corporate,"United States",California,FUR-CH-10002304,Furniture,Chairs,41.568,0.2,2,2.598
CA-2014-147298,26/04/2014,03/05/2014,"Standard Class",AG-10300,Corporate,"United States",California,FUR-CH-10004886,Furniture,Chairs,230.28,0.2,3,23.028
CA-2017-147942,01/04/2017,05/04/2017,"Standard Class",MS-17365,Consumer,"United States",California,OFF-LA-10003663,"Office Supplies",Labels,5.78,0,2,2.7166
CA-2017-147942,01/04/2017,05/04/2017,"Standard Class",MS-17365,Consumer,"United States",California,OFF-BI-10001294,"Office Supplies",Binders,121.68,0.2,13,38.025
CA-2017-115931,22/12/2017,26/12/2017,"Standard Class",JM-15655,Corporate,"United States","New Mexico",OFF-AR-10000369,"Office Supplies",Art,4.17,0,3,1.0842
CA-2017-115931,22/12/2017,26/12/2017,"Standard Class",JM-15655,Corporate,"United States","New Mexico",TEC-PH-10001300,Technology,Phones,67.04,0.2,4,6.704
CA-2017-115931,22/12/2017,26/12/2017,"Standard Class",JM-15655,Corporate,"United States","New Mexico",OFF-ST-10000876,"Office Supplies",Storage,37.32,0,3,10.4496
CA-2017-115931,22/12/2017,26/12/2017,"Standard Class",JM-15655,Corporate,"United States","New Mexico",OFF-LA-10001404,"Office Supplies",Labels,18.45,0,5,8.6715
CA-2014-164861,03/12/2014,06/12/2014,"Second Class",MC-17635,Corporate,"United States",Missouri,OFF-PA-10001972,"Office Supplies",Paper,25.92,0,4,12.4416
CA-2017-127180,22/10/2017,24/10/2017,"First Class",TA-21385,"Home Office","United States","New York",TEC-CO-10004722,Technology,Copiers,11199.968,0.2,4,3919.9888
CA-2017-127180,22/10/2017,24/10/2017,"First Class",TA-21385,"Home Office","United States","New York",TEC-PH-10001494,Technology,Phones,2399.6,0,8,647.892
CA-2017-127180,22/10/2017,24/10/2017,"First Class",TA-21385,"Home Office","United States","New York",OFF-EN-10002500,"Office Supplies",Envelopes,63.9,0,5,28.755
CA-2017-127180,22/10/2017,24/10/2017,"First Class",TA-21385,"Home Office","United States","New York",TEC-PH-10003800,Technology,Phones,52.99,0,1,0.5299
US-2017-165344,13/11/2017,15/11/2017,"First Class",SB-20290,Corporate,"United States",Ohio,TEC-AC-10002399,Technology,Accessories,60.864,0.2,4,9.1296
US-2017-165344,13/11/2017,15/11/2017,"First Class",SB-20290,Corporate,"United States",Ohio,TEC-MA-10002210,Technology,Machines,652.995,0.7,7,-935.9595
US-2017-165344,13/11/2017,15/11/2017,"First Class",SB-20290,Corporate,"United States",Ohio,OFF-BI-10003196,"Office Supplies",Binders,11.22,0.7,10,-7.48
CA-2015-168186,10/09/2015,15/09/2015,"Standard Class",AB-10150,Consumer,"United States",Oklahoma,OFF-PA-10000477,"Office Supplies",Paper,14.94,0,3,7.0218
US-2017-110604,15/05/2017,20/05/2017,"Standard Class",JF-15295,Consumer,"United States",Washington,FUR-FU-10000076,Furniture,Furnishings,39.96,0,2,17.1828
US-2017-110604,15/05/2017,20/05/2017,"Standard Class",JF-15295,Consumer,"United States",Washington,FUR-CH-10002017,Furniture,Chairs,42.624,0.2,2,4.2624
US-2017-110604,15/05/2017,20/05/2017,"Standard Class",JF-15295,Consumer,"United States",Washington,FUR-CH-10004287,Furniture,Chairs,220.96,0.2,1,24.858
CA-2015-116750,05/07/2015,10/07/2015,"Second Class",BF-10975,Corporate,"United States","North Carolina",FUR-FU-10003829,Furniture,Furnishings,4.928,0.2,2,0.7392
CA-2015-116750,05/07/2015,10/07/2015,"Second Class",BF-10975,Corporate,"United States","North Carolina",OFF-BI-10004728,"Office Supplies",Binders,7.23,0.7,5,-5.784
CA-2015-162369,15/08/2015,19/08/2015,"Standard Class",TT-21265,Corporate,"United States",California,OFF-ST-10000046,"Office Supplies",Storage,323.1,0,2,61.389
CA-2017-108441,12/06/2017,18/06/2017,"Standard Class",SB-20170,Consumer,"United States","New York",OFF-PA-10000697,"Office Supplies",Paper,19.04,0,4,9.3296
CA-2017-108441,12/06/2017,18/06/2017,"Standard Class",SB-20170,Consumer,"United States","New York",OFF-BI-10000848,"Office Supplies",Binders,13.128,0.2,3,4.2666
CA-2017-108441,12/06/2017,18/06/2017,"Standard Class",SB-20170,Consumer,"United States","New York",OFF-AR-10004691,"Office Supplies",Art,64.14,0,3,16.6764
CA-2017-108441,12/06/2017,18/06/2017,"Standard Class",SB-20170,Consumer,"United States","New York",FUR-CH-10000595,Furniture,Chairs,858.24,0.1,4,143.04
CA-2015-169740,20/02/2015,25/02/2015,"Standard Class",LM-17065,Consumer,"United States",Arkansas,TEC-AC-10000927,Technology,Accessories,29.99,0,1,2.999
CA-2016-124051,29/12/2016,30/12/2016,"First Class",KA-16525,Consumer,"United States",Illinois,OFF-PA-10001289,"Office Supplies",Paper,186.048,0.2,6,67.4424
CA-2016-149111,17/04/2016,21/04/2016,"Second Class",BF-11170,"Home Office","United States","North Carolina",TEC-PH-10003092,Technology,Phones,36.792,0.2,1,4.1391
CA-2016-149111,17/04/2016,21/04/2016,"Second Class",BF-11170,"Home Office","United States","North Carolina",FUR-FU-10000206,Furniture,Furnishings,18.624,0.2,8,6.2856
CA-2014-131002,07/09/2014,12/09/2014,"Second Class",TB-21400,Consumer,"United States",Oklahoma,FUR-FU-10004270,Furniture,Furnishings,57.69,0,3,23.6529
CA-2014-131002,07/09/2014,12/09/2014,"Second Class",TB-21400,Consumer,"United States",Oklahoma,OFF-BI-10000948,"Office Supplies",Binders,42.81,0,3,20.1207
CA-2014-131002,07/09/2014,12/09/2014,"Second Class",TB-21400,Consumer,"United States",Oklahoma,OFF-PA-10000223,"Office Supplies",Paper,12.96,0,2,6.2208
CA-2014-131002,07/09/2014,12/09/2014,"Second Class",TB-21400,Consumer,"United States",Oklahoma,FUR-FU-10004665,Furniture,Furnishings,821.88,0,6,213.6888
CA-2014-131002,07/09/2014,12/09/2014,"Second Class",TB-21400,Consumer,"United States",Oklahoma,TEC-PH-10000215,Technology,Phones,104.85,0,3,28.3095
US-2016-146794,26/09/2016,01/10/2016,"Standard Class",SH-19975,Corporate,"United States",California,FUR-BO-10004467,Furniture,Bookcases,424.9575,0.15,5,19.998
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,OFF-BI-10000829,"Office Supplies",Binders,10.776,0.2,3,3.5022
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,OFF-PA-10000062,"Office Supplies",Paper,164.88,0,3,80.7912
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,FUR-BO-10003404,Furniture,Bookcases,1292.94,0,3,77.5764
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,OFF-BI-10004233,"Office Supplies",Binders,25.584,0.2,2,8.9544
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,OFF-ST-10001272,"Office Supplies",Storage,261.74,0,2,65.435
CA-2017-112515,17/09/2017,21/09/2017,"Second Class",AS-10225,Corporate,"United States",Utah,OFF-LA-10001175,"Office Supplies",Labels,14.4,0,5,7.056
CA-2016-150343,16/08/2016,20/08/2016,"Standard Class",PK-19075,Consumer,"United States",California,OFF-EN-10004030,"Office Supplies",Envelopes,10.86,0,3,5.1042
CA-2015-135538,24/12/2015,28/12/2015,"Standard Class",HR-14830,Corporate,"United States",Arizona,FUR-CH-10004287,Furniture,Chairs,883.84,0.2,4,99.432
CA-2017-123372,28/11/2017,02/12/2017,"Standard Class",DG-13300,Corporate,"United States","New York",TEC-PH-10002834,Technology,Phones,1979.89,0,11,494.9725
CA-2017-123372,28/11/2017,02/12/2017,"Standard Class",DG-13300,Corporate,"United States","New York",OFF-EN-10003055,"Office Supplies",Envelopes,79.96,0,2,35.982
CA-2017-159604,14/04/2017,15/04/2017,"First Class",CL-12700,"Home Office","United States",Missouri,OFF-BI-10003460,"Office Supplies",Binders,8.76,0,2,4.2048
CA-2016-164784,01/05/2016,04/05/2016,"First Class",HF-14995,Consumer,"United States",Tennessee,OFF-LA-10001569,"Office Supplies",Labels,3.984,0.2,1,1.2948
CA-2016-164784,01/05/2016,04/05/2016,"First Class",HF-14995,Consumer,"United States",Tennessee,FUR-TA-10004534,Furniture,Tables,370.62,0.4,3,-142.071
CA-2016-164784,01/05/2016,04/05/2016,"First Class",HF-14995,Consumer,"United States",Tennessee,OFF-BI-10002954,"Office Supplies",Binders,2.742,0.7,2,-2.0108
CA-2016-111794,01/10/2016,01/10/2016,"Same Day",HG-15025,Consumer,"United States",Texas,TEC-AC-10003832,Technology,Accessories,79.512,0.2,3,20.8719
CA-2016-111794,01/10/2016,01/10/2016,"Same Day",HG-15025,Consumer,"United States",Texas,OFF-PA-10000474,"Office Supplies",Paper,28.352,0.2,1,9.5688
US-2015-139759,25/08/2015,30/08/2015,"Standard Class",NL-18310,"Home Office","United States",California,FUR-CH-10002774,Furniture,Chairs,40.784,0.2,1,4.5882
US-2015-139759,25/08/2015,30/08/2015,"Standard Class",NL-18310,"Home Office","United States",California,OFF-AP-10002765,"Office Supplies",Appliances,105.96,0,4,29.6688
CA-2014-126403,09/09/2014,12/09/2014,"Second Class",RR-19525,Corporate,"United States",Massachusetts,OFF-PA-10001144,"Office Supplies",Paper,166.44,0,3,79.8912
CA-2014-126403,09/09/2014,12/09/2014,"Second Class",RR-19525,Corporate,"United States",Massachusetts,FUR-CH-10003761,Furniture,Chairs,785.88,0,6,212.1876
CA-2014-126403,09/09/2014,12/09/2014,"Second Class",RR-19525,Corporate,"United States",Massachusetts,OFF-PA-10004665,"Office Supplies",Paper,26.2,0,2,12.838
CA-2014-126403,09/09/2014,12/09/2014,"Second Class",RR-19525,Corporate,"United States",Massachusetts,OFF-ST-10000078,"Office Supplies",Storage,1325.85,0,5,238.653
CA-2017-136875,03/12/2017,03/12/2017,"Same Day",TC-21295,Consumer,"United States",California,OFF-PA-10000357,"Office Supplies",Paper,166.44,0,3,79.8912
