"order id","order date","ship date","ship mode","customer id",segment,state,city,region,category,sub-category,sales,Quantity,Discount,Profit,order_year,order_month,days_difference,profit_status
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,Technology,Phones,249.584,2,0.2,31.198,2015,2015-06,1,Profit
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,Furniture,Furnishings,48.672,3,0.2,7.3008,2015,2015-06,1,Profit
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,"Office Supplies",Art,60.768,2,0.2,7.596,2015,2015-06,1,Profit
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,"Office Supplies",Binders,78.6,5,0.7,-62.88,2015,2015-06,1,Loss
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,"Office Supplies",Binders,3.768,2,0.7,-3.14,2015,2015-06,1,Loss
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,"Office Supplies",Storage,1036.624,2,0.2,51.8312,2015,2015-06,1,Profit
CA-2015-121720,11/06/2015,12/06/2015,"First Class",JE-15610,Corporate,Florida,Lakeland,South,"Office Supplies",Storage,563.808,4,0.2,21.1428,2015,2015-06,1,Profit
CA-2017-149895,08/09/2017,12/09/2017,"Standard Class",EB-14110,Consumer,Pennsylvania,Philadelphia,East,Technology,Phones,258.528,2,0.4,-47.3968,2017,2017-09,4,Loss
CA-2017-147564,02/10/2017,06/10/2017,"Standard Class",BP-11155,Consumer,"New York","New York City",East,"Office Supplies",Paper,49.12,4,0,23.0864,2017,2017-10,4,Profit
CA-2014-136399,16/12/2014,17/12/2014,"First Class",CC-12100,"Home Office",California,"Los Angeles",West,Furniture,Furnishings,44.46,2,0,14.6718,2014,2014-12,1,Profit
CA-2014-136399,16/12/2014,17/12/2014,"First Class",CC-12100,"Home Office",California,"Los Angeles",West,Furniture,Chairs,241.568,2,0.2,18.1176,2014,2014-12,1,Profit
CA-2014-136399,16/12/2014,17/12/2014,"First Class",CC-12100,"Home Office",California,"Los Angeles",West,Technology,Accessories,395,5,0,39.5,2014,2014-12,1,Profit
CA-2014-136399,16/12/2014,17/12/2014,"First Class",CC-12100,"Home Office",California,"Los Angeles",West,Technology,Phones,627.168,4,0.2,70.5564,2014,2014-12,1,Profit
CA-2014-107916,24/08/2014,26/08/2014,"First Class",JP-15460,Corporate,"New York",Oceanside,East,Furniture,Furnishings,13.28,2,0,6.3744,2014,2014-08,2,Profit
CA-2014-107916,24/08/2014,26/08/2014,"First Class",JP-15460,Corporate,"New York",Oceanside,East,"Office Supplies",Binders,12.672,3,0.2,4.4352,2014,2014-08,2,Profit
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,"Office Supplies",Binders,30.56,5,0.8,-45.84,2017,2017-11,6,Loss
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,"Office Supplies",Storage,77.952,3,0.2,-15.5904,2017,2017-11,6,Loss
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,Technology,Phones,67.992,1,0.2,8.499,2017,2017-11,6,Profit
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,"Office Supplies",Envelopes,12.224,2,0.2,4.4312,2017,2017-11,6,Profit
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,Technology,Accessories,44.784,2,0.2,-0.5598,2017,2017-11,6,Loss
CA-2017-164168,12/11/2017,18/11/2017,"Standard Class",LS-16975,"Home Office",Texas,Dallas,Central,Furniture,Furnishings,22.848,3,0.6,-17.7072,2017,2017-11,6,Loss
CA-2015-112557,25/04/2015,28/04/2015,"First Class",JL-15850,Consumer,"New York","New York City",East,"Office Supplies",Appliances,206.43,3,0,90.8292,2015,2015-04,3,Profit
US-2014-122959,12/12/2014,12/12/2014,"Same Day",CY-12745,Corporate,Texas,"San Antonio",Central,"Office Supplies",Binders,210.392,2,0.8,-336.6272,2014,2014-12,0,Loss
CA-2017-162572,25/09/2017,27/09/2017,"Second Class",RB-19360,Consumer,Ohio,Cincinnati,East,Technology,Accessories,119.96,5,0.2,35.988,2017,2017-09,2,Profit
CA-2017-162572,25/09/2017,27/09/2017,"Second Class",RB-19360,Consumer,Ohio,Cincinnati,East,"Office Supplies",Art,10.608,6,0.2,0.9282,2017,2017-09,2,Profit
US-2016-148110,05/09/2016,11/09/2016,"Standard Class",AR-10825,Corporate,Texas,Austin,Central,Furniture,Chairs,347.802,7,0.3,-24.843,2016,2016-09,6,Loss
CA-2017-131828,11/02/2017,13/02/2017,"Second Class",CS-11845,Corporate,Washington,Seattle,West,Furniture,Chairs,963.136,4,0.2,108.3528,2017,2017-02,2,Profit
CA-2017-131828,11/02/2017,13/02/2017,"Second Class",CS-11845,Corporate,Washington,Seattle,West,Technology,Phones,88.776,3,0.2,7.7679,2017,2017-02,2,Profit
CA-2014-109218,30/06/2014,03/07/2014,"Second Class",AR-10825,Corporate,California,"Los Angeles",West,"Office Supplies",Art,32.4,5,0,10.368,2014,2014-06,3,Profit
CA-2016-120558,07/06/2016,10/06/2016,"First Class",RD-19810,"Home Office","New York","New York City",East,"Office Supplies",Paper,32.4,5,0,15.552,2016,2016-06,3,Profit
US-2014-109036,20/12/2014,25/12/2014,"Standard Class",KH-16510,Consumer,Washington,Seattle,West,"Office Supplies",Labels,31.05,3,0,14.904,2014,2014-12,5,Profit
CA-2015-147830,15/12/2015,18/12/2015,"First Class",NF-18385,Consumer,Ohio,Newark,East,Technology,Accessories,2025.36,6,0.2,607.608,2015,2015-12,3,Profit
CA-2015-147830,15/12/2015,18/12/2015,"First Class",NF-18385,Consumer,Ohio,Newark,East,Technology,Machines,1799.994,2,0.7,-2639.9912,2015,2015-12,3,Loss
CA-2015-147830,15/12/2015,18/12/2015,"First Class",NF-18385,Consumer,Ohio,Newark,East,Technology,Phones,101.988,2,0.4,-16.998,2015,2015-12,3,Loss
CA-2015-147830,15/12/2015,18/12/2015,"First Class",NF-18385,Consumer,Ohio,Newark,East,Furniture,Furnishings,262.864,7,0.2,69.0018,2015,2015-12,3,Profit
CA-2017-150497,20/07/2017,24/07/2017,"Standard Class",SM-20950,Corporate,Minnesota,"Maple Grove",Central,"Office Supplies",Binders,735.98,2,0,331.191,2017,2017-07,4,Profit
CA-2014-128986,03/08/2014,05/08/2014,"Second Class",GH-14410,"Home Office",Arizona,Glendale,West,"Office Supplies",Paper,93.024,3,0.2,33.7212,2014,2014-08,2,Profit
CA-2015-139584,24/08/2015,28/08/2015,"Standard Class",EM-13810,Corporate,"New York","New York City",East,Furniture,Tables,284.364,2,0.4,-75.8304,2015,2015-08,4,Loss
CA-2015-139584,24/08/2015,28/08/2015,"Standard Class",EM-13810,Corporate,"New York","New York City",East,Technology,Accessories,26,2,0,11.7,2015,2015-08,4,Profit
US-2016-162677,26/03/2016,27/03/2016,"First Class",DB-13210,Consumer,"North Carolina",Jacksonville,South,"Office Supplies",Storage,67.64,5,0.2,5.9185,2016,2016-03,1,Profit
US-2016-162677,26/03/2016,27/03/2016,"First Class",DB-13210,Consumer,"North Carolina",Jacksonville,South,Technology,Accessories,119.976,3,0.2,-17.9964,2016,2016-03,1,Loss
US-2014-150924,12/09/2014,16/09/2014,"Second Class",PT-19090,Consumer,Texas,Houston,Central,"Office Supplies",Binders,5.18,5,0.8,-8.029,2014,2014-09,4,Loss
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,"Office Supplies",Envelopes,15.56,2,0,7.3132,2014,2014-09,4,Profit
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,"Office Supplies",Envelopes,78.35,5,0,36.8245,2014,2014-09,4,Profit
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,"Office Supplies",Art,59.52,3,0,15.4752,2014,2014-09,4,Profit
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,"Office Supplies",Paper,38.52,9,0,17.334,2014,2014-09,4,Profit
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,Technology,Phones,239.984,2,0.2,23.9984,2014,2014-09,4,Profit
CA-2014-153969,21/09/2014,25/09/2014,"Standard Class",HF-14995,Consumer,California,"San Francisco",West,"Office Supplies",Paper,19.35,3,0,9.4815,2014,2014-09,4,Profit
CA-2016-146682,29/10/2016,31/10/2016,"First Class",KW-16435,Consumer,Michigan,Lansing,Central,Furniture,Furnishings,67,5,0,32.16,2016,2016-10,2,Profit
CA-2016-138695,28/05/2016,03/06/2016,"Standard Class",KC-16675,Corporate,Florida,Tallahassee,South,Furniture,Chairs,390.272,8,0.2,-24.392,2016,2016-05,6,Loss
CA-2016-138695,28/05/2016,03/06/2016,"Standard Class",KC-16675,Corporate,Florida,Tallahassee,South,"Office Supplies",Paper,62.192,13,0.2,19.435,2016,2016-05,6,Profit
CA-2017-107461,21/12/2017,26/12/2017,"Second Class",PK-19075,Consumer,"South Carolina",Columbia,South,"Office Supplies",Binders,23.88,6,0,11.2236,2017,2017-12,5,Profit
US-2016-133879,21/03/2016,28/03/2016,"Standard Class",KT-16465,Consumer,Illinois,Chicago,Central,"Office Supplies",Binders,3.168,2,0.8,-4.752,2016,2016-03,7,Loss
US-2016-133879,21/03/2016,28/03/2016,"Standard Class",KT-16465,Consumer,Illinois,Chicago,Central,Furniture,Chairs,528.43,5,0.3,0,2016,2016-03,7,"Break Even"
US-2016-133879,21/03/2016,28/03/2016,"Standard Class",KT-16465,Consumer,Illinois,Chicago,Central,"Office Supplies",Art,13.392,3,0.2,1.5066,2016,2016-03,7,Profit
CA-2017-157483,11/11/2017,18/11/2017,"Standard Class",EP-13915,Consumer,Michigan,Detroit,Central,"Office Supplies",Art,181.86,7,0,50.9208,2017,2017-11,7,Profit
US-2017-132059,23/09/2017,29/09/2017,"Standard Class",AP-10915,Consumer,Colorado,"Fort Collins",West,Furniture,Bookcases,180.588,2,0.7,-240.784,2017,2017-09,6,Loss
US-2017-132059,23/09/2017,29/09/2017,"Standard Class",AP-10915,Consumer,Colorado,"Fort Collins",West,Technology,Accessories,47.984,2,0.2,0.5998,2017,2017-09,6,Profit
CA-2017-122280,10/09/2017,10/09/2017,"Same Day",SH-20395,Consumer,"New York","New York City",East,"Office Supplies",Paper,18.76,2,0,9.0048,2017,2017-09,0,Profit
CA-2017-105235,05/12/2017,11/12/2017,"Standard Class",SM-20950,Corporate,"New York","New York City",East,Furniture,Furnishings,20.94,3,0,6.0726,2017,2017-12,6,Profit
CA-2017-105235,05/12/2017,11/12/2017,"Standard Class",SM-20950,Corporate,"New York","New York City",East,Furniture,Furnishings,58.68,2,0,18.1908,2017,2017-12,6,Profit
CA-2017-105235,05/12/2017,11/12/2017,"Standard Class",SM-20950,Corporate,"New York","New York City",East,"Office Supplies",Appliances,254.9,5,0,68.823,2017,2017-12,6,Profit
CA-2017-152912,09/11/2017,12/11/2017,"Second Class",BM-11650,Corporate,Maryland,Columbia,East,"Office Supplies",Binders,9.64,2,0,4.4344,2017,2017-11,3,Profit
CA-2017-152912,09/11/2017,12/11/2017,"Second Class",BM-11650,Corporate,Maryland,Columbia,East,Technology,Accessories,826.62,3,0,355.4466,2017,2017-11,3,Profit
CA-2017-152912,09/11/2017,12/11/2017,"Second Class",BM-11650,Corporate,Maryland,Columbia,East,"Office Supplies",Storage,1633.14,9,0,473.6106,2017,2017-11,3,Profit
CA-2017-152912,09/11/2017,12/11/2017,"Second Class",BM-11650,Corporate,Maryland,Columbia,East,"Office Supplies",Storage,544.38,3,0,157.8702,2017,2017-11,3,Profit
CA-2014-123498,07/11/2014,09/11/2014,"First Class",TC-20980,Corporate,Texas,Houston,Central,"Office Supplies",Binders,26.046,3,0.8,-44.2782,2014,2014-11,2,Loss
CA-2014-123498,07/11/2014,09/11/2014,"First Class",TC-20980,Corporate,Texas,Houston,Central,"Office Supplies",Envelopes,74.352,3,0.2,26.9526,2014,2014-11,2,Profit
CA-2017-159352,12/03/2017,17/03/2017,"Standard Class",KB-16585,Corporate,Massachusetts,Lowell,East,Technology,Phones,69.93,7,0,32.1678,2017,2017-03,5,Profit
US-2017-146416,20/10/2017,22/10/2017,"Second Class",JE-16165,Corporate,California,Woodland,West,"Office Supplies",Labels,3.75,1,0,1.8,2017,2017-10,2,Profit
US-2017-146416,20/10/2017,22/10/2017,"Second Class",JE-16165,Corporate,California,Woodland,West,"Office Supplies",Binders,20.928,4,0.2,7.5864,2017,2017-10,2,Profit
US-2015-163783,27/12/2015,01/01/2016,"Standard Class",DR-12940,"Home Office",Illinois,Chicago,Central,"Office Supplies",Storage,12.672,3,0.2,-3.168,2015,2015-12,5,Loss
CA-2017-123981,02/10/2017,08/10/2017,"Standard Class",RW-19630,Corporate,"New York","New York City",East,Technology,Phones,65.99,1,0,17.1574,2017,2017-10,6,Profit
CA-2017-158953,04/06/2017,08/06/2017,"Standard Class",ML-18040,Corporate,Texas,"Missouri City",Central,"Office Supplies",Binders,6.37,7,0.8,-9.555,2017,2017-06,4,Loss
CA-2014-165428,01/09/2014,04/09/2014,"First Class",JL-15130,Consumer,Texas,Houston,Central,"Office Supplies",Binders,3.648,3,0.8,-6.0192,2014,2014-09,3,Loss
CA-2014-165428,01/09/2014,04/09/2014,"First Class",JL-15130,Consumer,Texas,Houston,Central,"Office Supplies",Paper,31.104,6,0.2,10.8864,2014,2014-09,3,Profit
CA-2016-169026,08/08/2016,13/08/2016,"Standard Class",CM-12655,"Home Office",Mississippi,Jackson,South,"Office Supplies",Fasteners,23.34,3,0,0.2334,2016,2016-08,5,Profit
CA-2015-149384,10/07/2015,10/07/2015,"Same Day",EH-13945,Consumer,Arizona,Tempe,West,"Office Supplies",Binders,3.366,3,0.7,-2.244,2015,2015-07,0,Loss
CA-2014-131527,01/12/2014,07/12/2014,"Standard Class",TB-21280,Consumer,"North Carolina",Jacksonville,South,Technology,Phones,95.968,4,0.2,9.5968,2014,2014-12,6,Profit
CA-2017-164000,18/12/2017,22/12/2017,"Standard Class",AH-10030,Corporate,Pennsylvania,Philadelphia,East,"Office Supplies",Art,18.704,7,0.2,2.338,2017,2017-12,4,Profit
CA-2014-164224,18/05/2014,20/05/2014,"Second Class",TT-21070,Consumer,Ohio,Akron,East,Furniture,Furnishings,149.232,3,0.2,3.7308,2014,2014-05,2,Profit
CA-2014-164224,18/05/2014,20/05/2014,"Second Class",TT-21070,Consumer,Ohio,Akron,East,"Office Supplies",Paper,15.936,4,0.2,5.7768,2014,2014-05,2,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,Technology,Phones,601.536,8,0.2,60.1536,2014,2014-11,6,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,Technology,Accessories,10.99,1,0,4.2861,2014,2014-11,6,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,Furniture,Furnishings,39.88,2,0,11.1664,2014,2014-11,6,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,"Office Supplies",Paper,62.24,8,0,28.008,2014,2014-11,6,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,Furniture,Furnishings,53.2,5,0,14.896,2014,2014-11,6,Profit
CA-2014-158372,10/11/2014,16/11/2014,"Standard Class",RD-19900,Consumer,California,"San Diego",West,"Office Supplies",Labels,39.84,8,0,18.3264,2014,2014-11,6,Profit
CA-2016-108882,09/01/2016,15/01/2016,"Standard Class",LA-16780,Corporate,California,Fresno,West,Technology,Accessories,349.95,5,0,118.983,2016,2016-01,6,Profit
CA-2016-108882,09/01/2016,15/01/2016,"Standard Class",LA-16780,Corporate,California,Fresno,West,Technology,Phones,377.928,9,0.2,141.723,2016,2016-01,6,Profit
US-2017-108245,22/09/2017,27/09/2017,"Standard Class",SH-19975,Corporate,Texas,Pearland,Central,"Office Supplies",Envelopes,13.392,3,0.2,5.022,2017,2017-09,5,Profit
US-2017-108245,22/09/2017,27/09/2017,"Standard Class",SH-19975,Corporate,Texas,Pearland,Central,"Office Supplies",Binders,11.228,7,0.8,-18.5262,2017,2017-09,5,Loss
CA-2014-142314,23/12/2014,28/12/2014,"Standard Class",SF-20200,Consumer,Indiana,Richmond,Central,"Office Supplies",Appliances,207.24,11,0,58.0272,2014,2014-12,5,Profit
CA-2016-132409,26/05/2016,01/06/2016,"Standard Class",TH-21235,Corporate,Pennsylvania,Philadelphia,East,"Office Supplies",Art,1.504,1,0.2,0.1692,2016,2016-05,6,Profit
CA-2016-132409,26/05/2016,01/06/2016,"Standard Class",TH-21235,Corporate,Pennsylvania,Philadelphia,East,"Office Supplies",Appliances,34.848,2,0.2,6.534,2016,2016-05,6,Profit
CA-2017-150189,08/07/2017,10/07/2017,"First Class",VG-21790,Consumer,California,"San Mateo",West,"Office Supplies",Labels,75.18,6,0,35.3346,2017,2017-07,2,Profit
CA-2014-114433,13/05/2014,17/05/2014,"Standard Class",NP-18325,Consumer,California,Oakland,West,Technology,Accessories,149.97,3,0,52.4895,2014,2014-05,4,Profit
CA-2017-104640,10/11/2017,16/11/2017,"Standard Class",FH-14275,Corporate,"New York","New York City",East,"Office Supplies",Binders,931.176,3,0.2,314.2719,2017,2017-11,6,Profit
CA-2017-104640,10/11/2017,16/11/2017,"Standard Class",FH-14275,Corporate,"New York","New York City",East,Technology,Phones,430.88,2,0,124.9552,2017,2017-11,6,Profit
US-2015-137008,02/10/2015,08/10/2015,"Standard Class",JP-15460,Corporate,"New Jersey",Lakewood,East,"Office Supplies",Paper,94.85,5,0,45.528,2015,2015-10,6,Profit
US-2015-137008,02/10/2015,08/10/2015,"Standard Class",JP-15460,Corporate,"New Jersey",Lakewood,East,"Office Supplies",Envelopes,51.12,4,0,23.004,2015,2015-10,6,Profit
US-2015-137008,02/10/2015,08/10/2015,"Standard Class",JP-15460,Corporate,"New Jersey",Lakewood,East,Technology,Accessories,90,1,0,32.4,2015,2015-10,6,Profit
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,"Office Supplies",Fasteners,4.672,2,0.2,1.46,2014,2014-10,3,Profit
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,Technology,Phones,318.4,2,0.2,107.46,2014,2014-10,3,Profit
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,"Office Supplies",Envelopes,12.768,6,0.2,4.6284,2014,2014-10,3,Profit
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,"Office Supplies",Supplies,15.36,2,0.2,-3.264,2014,2014-10,3,Loss
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,Technology,Phones,230.376,3,0.2,20.1579,2014,2014-10,3,Profit
CA-2014-108189,02/10/2014,05/10/2014,"First Class",ES-14080,Corporate,Arizona,Tempe,West,Technology,Accessories,7.16,1,0.2,-0.0895,2014,2014-10,3,Loss
CA-2014-154641,11/08/2014,16/08/2014,"Standard Class",KL-16645,Consumer,"New York","New York City",East,"Office Supplies",Storage,375.34,1,0,18.767,2014,2014-08,5,Profit
CA-2017-131625,01/09/2017,05/09/2017,"Second Class",BN-11515,Consumer,"New York","New York City",East,Furniture,Furnishings,114.9,5,0,39.066,2017,2017-09,4,Profit
US-2017-156356,16/04/2017,22/04/2017,"Standard Class",ND-18370,Consumer,Texas,Houston,Central,"Office Supplies",Binders,26.046,3,0.8,-44.2782,2017,2017-04,6,Loss
US-2017-156356,16/04/2017,22/04/2017,"Standard Class",ND-18370,Consumer,Texas,Houston,Central,"Office Supplies",Binders,2.896,1,0.8,-4.7784,2017,2017-04,6,Loss
US-2017-156356,16/04/2017,22/04/2017,"Standard Class",ND-18370,Consumer,Texas,Houston,Central,"Office Supplies",Storage,32.544,2,0.2,-7.7292,2017,2017-04,6,Loss
CA-2016-138933,24/04/2016,27/04/2016,"First Class",JL-15130,Consumer,California,Riverside,West,"Office Supplies",Binders,3.984,1,0.2,1.3944,2016,2016-04,3,Profit
CA-2016-140746,15/01/2016,15/01/2016,"Same Day",RC-19825,Consumer,Connecticut,Fairfield,East,Furniture,Tables,181.797,1,0.3,-15.5826,2016,2016-01,0,Loss
CA-2016-146836,02/05/2016,02/05/2016,"Same Day",CC-12475,Consumer,"New York","New York City",East,"Office Supplies",Storage,44.94,3,0,12.5832,2016,2016-05,0,Profit
CA-2016-146836,02/05/2016,02/05/2016,"Same Day",CC-12475,Consumer,"New York","New York City",East,"Office Supplies",Binders,45.576,3,0.2,15.9516,2016,2016-05,0,Profit
US-2016-127971,20/11/2016,27/11/2016,"Standard Class",DW-13195,Corporate,Texas,Houston,Central,Furniture,Chairs,318.43,5,0.3,-77.333,2016,2016-11,7,Loss
US-2016-127971,20/11/2016,27/11/2016,"Standard Class",DW-13195,Corporate,Texas,Houston,Central,Technology,Phones,122.92,7,0.2,46.095,2016,2016-11,7,Profit
US-2016-127971,20/11/2016,27/11/2016,"Standard Class",DW-13195,Corporate,Texas,Houston,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272,2016,2016-11,7,Loss
US-2016-140809,01/02/2016,03/02/2016,"First Class",CK-12760,Corporate,Virginia,Arlington,South,"Office Supplies",Storage,56.45,5,0,14.677,2016,2016-02,2,Profit
CA-2017-114524,31/03/2017,05/04/2017,"Second Class",EG-13900,Consumer,Illinois,Chicago,Central,"Office Supplies",Binders,13.468,13,0.8,-22.8956,2017,2017-03,5,Loss
CA-2017-113355,01/12/2017,05/12/2017,"Standard Class",SJ-20215,Consumer,Texas,"Grand Prairie",Central,Technology,Phones,219.8,5,0.2,24.7275,2017,2017-12,4,Profit
CA-2017-113355,01/12/2017,05/12/2017,"Standard Class",SJ-20215,Consumer,Texas,"Grand Prairie",Central,Furniture,Chairs,317.058,3,0.3,-18.1176,2017,2017-12,4,Loss
US-2017-140907,10/12/2017,12/12/2017,"Second Class",BP-11185,Corporate,Washington,Seattle,West,Technology,Accessories,49.08,3,0,4.908,2017,2017-12,2,Profit
US-2017-140907,10/12/2017,12/12/2017,"Second Class",BP-11185,Corporate,Washington,Seattle,West,"Office Supplies",Storage,324.9,5,0,38.988,2017,2017-12,2,Profit
US-2017-140907,10/12/2017,12/12/2017,"Second Class",BP-11185,Corporate,Washington,Seattle,West,"Office Supplies",Art,18.24,3,0,5.2896,2017,2017-12,2,Profit
CA-2016-159730,17/09/2016,21/09/2016,"Standard Class",SJ-20125,"Home Office",Washington,Seattle,West,Furniture,Chairs,113.888,2,0.2,9.9652,2016,2016-09,4,Profit
CA-2016-159730,17/09/2016,21/09/2016,"Standard Class",SJ-20125,"Home Office",Washington,Seattle,West,Technology,Phones,105.584,2,0.2,7.9188,2016,2016-09,4,Profit
CA-2016-157868,23/12/2016,29/12/2016,"Standard Class",MC-17590,Corporate,Michigan,"Grand Rapids",Central,"Office Supplies",Fasteners,24.85,7,0,11.6795,2016,2016-12,6,Profit
CA-2017-119389,17/04/2017,19/04/2017,"First Class",BG-11740,Consumer,Pennsylvania,Philadelphia,East,Furniture,Furnishings,60.312,3,0.2,5.2773,2017,2017-04,2,Profit
CA-2017-110373,27/10/2017,30/10/2017,"Second Class",MA-17560,"Home Office",Illinois,Chicago,Central,"Office Supplies",Art,7.056,3,0.2,2.205,2017,2017-10,3,Profit
CA-2017-110373,27/10/2017,30/10/2017,"Second Class",MA-17560,"Home Office",Illinois,Chicago,Central,Technology,Phones,27.184,2,0.2,2.0388,2017,2017-10,3,Profit
CA-2016-155474,08/07/2016,14/07/2016,"Standard Class",CC-12220,Consumer,Washington,Seattle,West,Technology,Phones,107.984,1,0.2,9.4486,2016,2016-07,6,Profit
CA-2016-155474,08/07/2016,14/07/2016,"Standard Class",CC-12220,Consumer,Washington,Seattle,West,"Office Supplies",Binders,19.296,3,0.2,6.03,2016,2016-07,6,Profit
CA-2015-155453,09/08/2015,14/08/2015,"Standard Class",RA-19885,Corporate,Florida,Jacksonville,South,"Office Supplies",Labels,4.608,2,0.2,1.6704,2015,2015-08,5,Profit
US-2016-161844,09/12/2016,14/12/2016,"Second Class",DK-12835,Corporate,Tennessee,Franklin,South,Furniture,Tables,79.974,3,0.4,-29.3238,2016,2016-12,5,Loss
US-2016-162103,13/11/2016,17/11/2016,"Standard Class",LB-16795,"Home Office",Illinois,"Highland Park",Central,"Office Supplies",Binders,3.136,2,0.8,-4.704,2016,2016-11,4,Loss
CA-2014-151554,14/11/2014,15/11/2014,"First Class",CM-11815,Corporate,Texas,Pasadena,Central,"Office Supplies",Paper,20.736,4,0.2,7.2576,2014,2014-11,1,Profit
CA-2014-140662,17/11/2014,19/11/2014,"First Class",TS-21205,Corporate,California,"San Francisco",West,Technology,Accessories,99.98,2,0,7.9984,2014,2014-11,2,Profit
CA-2014-140662,17/11/2014,19/11/2014,"First Class",TS-21205,Corporate,California,"San Francisco",West,"Office Supplies",Paper,733.95,7,0,352.296,2014,2014-11,2,Profit
CA-2014-140662,17/11/2014,19/11/2014,"First Class",TS-21205,Corporate,California,"San Francisco",West,"Office Supplies",Appliances,241.44,3,0,72.432,2014,2014-11,2,Profit
CA-2016-122518,04/03/2016,08/03/2016,"Second Class",RF-19345,Corporate,Florida,Miami,South,"Office Supplies",Labels,10.08,4,0.2,3.528,2016,2016-03,4,Profit
US-2014-126571,11/10/2014,15/10/2014,"Standard Class",JF-15565,Consumer,Pennsylvania,Philadelphia,East,"Office Supplies",Storage,281.904,2,0.2,10.5714,2014,2014-10,4,Profit
US-2014-126571,11/10/2014,15/10/2014,"Standard Class",JF-15565,Consumer,Pennsylvania,Philadelphia,East,"Office Supplies",Envelopes,201.432,3,0.2,67.9833,2014,2014-10,4,Profit
CA-2014-143840,22/05/2014,29/05/2014,"Standard Class",EH-14185,Consumer,Alabama,Decatur,South,Technology,Phones,135.98,2,0,33.995,2014,2014-05,7,Profit
CA-2014-143840,22/05/2014,29/05/2014,"Standard Class",EH-14185,Consumer,Alabama,Decatur,South,Technology,Phones,44.95,1,0,12.586,2014,2014-05,7,Profit
CA-2014-115980,15/07/2014,19/07/2014,"Standard Class",VW-21775,Corporate,"South Dakota","Sioux Falls",Central,Technology,Accessories,2.97,3,0,1.3068,2014,2014-07,4,Profit
CA-2014-115980,15/07/2014,19/07/2014,"Standard Class",VW-21775,Corporate,"South Dakota","Sioux Falls",Central,"Office Supplies",Fasteners,6.54,3,0,2.6814,2014,2014-07,4,Profit
CA-2015-155145,27/12/2015,29/12/2015,"Second Class",KN-16450,Corporate,California,Visalia,West,Technology,Accessories,7.92,8,0,3.4848,2015,2015-12,2,Profit
CA-2015-146038,09/02/2015,16/02/2015,"Standard Class",SJ-20215,Consumer,California,"Los Angeles",West,Furniture,Chairs,203.92,5,0.2,22.941,2015,2015-02,7,Profit
CA-2017-133865,08/05/2017,12/05/2017,"Standard Class",PS-19045,"Home Office",California,"Los Angeles",West,Technology,Copiers,3359.952,6,0.2,1049.985,2017,2017-05,4,Profit
